title,views,likes,comment_count
Video 6225,695864,12900,9464
Video 6226,909950,1750,7371
Video 6227,27184,29725,346
Video 6228,579638,43646,6049
Video 6229,82809,17420,9028
Video 6230,928577,32570,2763
Video 6231,321659,2776,2858
Video 6232,670791,8800,8131
Video 6233,917106,32638,1687
Video 6234,910947,21987,6254
Video 6235,86320,32786,8479
Video 6236,418456,26168,809
Video 6237,68691,24069,6184
Video 6238,60976,32894,8073
Video 6239,823451,13610,3988
Video 6240,253717,6624,6059
Video 6241,143592,3772,629
Video 6242,514671,20430,8811
Video 6243,302344,17974,524
Video 6244,852961,23273,9536
Video 6245,242312,22138,6026
Video 6246,388894,27425,6318
Video 6247,382157,6738,5151
Video 6248,465098,5143,9514
Video 6249,399651,40958,6332
Video 6250,704965,15098,4367
Video 6251,396248,1344,5927
Video 6252,653100,8403,3124
Video 6253,25050,11272,3402
Video 6254,812740,18693,5867
Video 6255,49804,18696,9037
Video 6256,926960,14720,1693
Video 6257,76841,21641,7096
Video 6258,535375,44201,6941
Video 6259,85823,39101,5135
Video 6260,7629,2899,8780
Video 6261,650720,15274,1330
Video 6262,806839,25629,2650
Video 6263,219213,7190,5023
Video 6264,274624,19167,5044
Video 6265,556840,48401,1112
Video 6266,716997,16402,5542
Video 6267,108622,26717,7738
Video 6268,677723,33737,999
Video 6269,167106,27347,6493
Video 6270,140454,32606,2872
Video 6271,333808,27138,4388
Video 6272,445592,13661,5386
Video 6273,869819,12246,6346
Video 6274,574309,28782,812
Video 6275,412536,15598,6447
Video 6276,210852,5353,5558
Video 6277,584486,4504,9492
Video 6278,723796,15295,6813
Video 6279,521074,35762,5582
Video 6280,232011,38301,1079
Video 6281,944942,8094,8538
Video 6282,369379,13663,7375
Video 6283,594281,42501,5669
Video 6284,909501,44351,2368
Video 6285,792604,36570,7167
Video 6286,568115,46277,9672
Video 6287,656148,47076,1972
Video 6288,514775,13898,8932
Video 6289,771871,18957,3893
Video 6290,460407,13219,3045
Video 6291,125525,38821,9543
Video 6292,951747,158,8851
Video 6293,844470,40506,3180
Video 6294,424371,21892,8931
Video 6295,441791,41315,7015
Video 6296,676865,13859,1884
Video 6297,883696,48519,7844
Video 6298,512534,21491,9754
Video 6299,744783,48924,8047
Video 6300,819982,46313,55
Video 6301,818651,18247,9683
Video 6302,82834,13669,2071
Video 6303,898967,23656,8043
Video 6304,642283,47142,708
Video 6305,695255,42495,5732
Video 6306,27650,42778,3083
Video 6307,545139,622,134
Video 6308,521254,26861,7452
Video 6309,939870,39564,1155
Video 6310,370581,37147,680
Video 6311,854131,43750,8179
Video 6312,294385,32282,8193
Video 6313,553884,45969,8585
Video 6314,886440,45733,4618
Video 6315,297944,13549,5016
Video 6316,262971,18556,9260
Video 6317,778238,47945,9137
Video 6318,427031,21484,5908
Video 6319,64574,6253,1570
Video 6320,358435,2149,3295
Video 6321,140678,8951,5458
Video 6322,171340,22430,9018
Video 6323,926142,27083,1823
Video 6324,73281,21007,1479
Video 6325,965701,23338,5040
Video 6326,570859,42990,8872
Video 6327,785218,16800,9572
Video 6328,547146,17319,2437
Video 6329,408310,37897,5080
Video 6330,419567,39483,2890
Video 6331,492123,19123,4814
Video 6332,135066,20553,5100
Video 6333,405829,10675,1724
Video 6334,7921,16585,8788
Video 6335,77779,27515,353
Video 6336,603531,26742,7016
Video 6337,732912,4372,2885
Video 6338,534110,47104,9019
Video 6339,453570,8038,5583
Video 6340,11533,13462,423
Video 6341,488344,6024,5025
Video 6342,149178,20432,6463
Video 6343,544954,32590,5345
Video 6344,841885,37882,632
Video 6345,885180,7423,6377
Video 6346,567352,29144,8039
Video 6347,229099,15615,9272
Video 6348,141599,13220,286
Video 6349,328688,37440,837
Video 6350,449285,11311,640
Video 6351,374387,44860,792
Video 6352,380569,43309,2783
Video 6353,610372,6097,294
Video 6354,290106,47280,5426
Video 6355,2354,35209,1117
Video 6356,281517,12486,7824
Video 6357,258284,11253,7337
Video 6358,774499,41189,3095
Video 6359,154704,33154,1852
Video 6360,384892,24027,594
Video 6361,623666,34954,6818
Video 6362,825503,2208,3946
Video 6363,565129,5804,2665
Video 6364,105482,481,6055
Video 6365,18075,41934,1756
Video 6366,547333,31301,450
Video 6367,680762,31166,2794
Video 6368,392290,29502,2076
Video 6369,730647,9626,7289
Video 6370,928596,11720,326
Video 6371,111318,2794,5057
Video 6372,414147,28702,1336
Video 6373,57753,44084,7966
Video 6374,409559,45657,9508
Video 6375,715858,6611,6979
Video 6376,543528,37656,759
Video 6377,159780,37532,871
Video 6378,206293,2678,3029
Video 6379,107612,25176,6632
Video 6380,416679,22303,3960
Video 6381,628700,20961,4535
Video 6382,666989,6766,5049
Video 6383,537615,48441,7959
Video 6384,83177,29975,9930
Video 6385,830538,3568,4188
Video 6386,744580,30698,9180
Video 6387,565717,15006,5177
Video 6388,902917,23647,5895
Video 6389,802683,25055,7949
Video 6390,897911,23373,8322
Video 6391,510421,12973,9701
Video 6392,197813,513,200
Video 6393,986147,13014,9931
Video 6394,40127,19037,5613
Video 6395,475434,35315,7430
Video 6396,503466,20223,3895
Video 6397,940882,43722,582
Video 6398,623394,20203,5345
Video 6399,459684,46060,4947
Video 6400,529128,39919,2718
Video 6401,523332,32820,9903
Video 6402,84054,6865,4139
Video 6403,58924,43683,5975
Video 6404,640676,35181,1738
Video 6405,642129,46259,2964
Video 6406,738464,6303,4601
Video 6407,617102,8929,9859
Video 6408,265616,24942,2366
Video 6409,976939,19305,6866
Video 6410,352578,25523,210
Video 6411,155994,43655,9773
Video 6412,544634,18869,6915
Video 6413,680309,46689,9971
Video 6414,327989,11312,9290
Video 6415,735141,7308,3545
Video 6416,992525,22951,1390
Video 6417,214226,31261,4317
Video 6418,25616,37631,9995
Video 6419,35793,30213,275
Video 6420,948479,37369,9377
Video 6421,828947,19747,3420
Video 6422,141422,21935,4665
Video 6423,758652,2419,8886
Video 6424,662583,14641,7228
Video 6425,5789,46849,2484
Video 6426,345865,4331,7987
Video 6427,53294,40367,6397
Video 6428,826224,17753,3341
Video 6429,191575,18806,8428
Video 6430,661941,19155,5736
Video 6431,576926,37985,8743
Video 6432,414753,9230,758
Video 6433,428850,47264,7355
Video 6434,790974,1476,9943
Video 6435,424046,1122,7025
Video 6436,59182,38934,3312
Video 6437,148529,20324,6511
Video 6438,712354,4697,2688
Video 6439,980389,38250,6450
Video 6440,528204,44427,535
Video 6441,13409,14580,4059
Video 6442,381964,13697,4208
Video 6443,281163,49960,7428
Video 6444,292191,35119,4526
Video 6445,158664,23167,6495
Video 6446,394788,2783,3142
Video 6447,59831,22991,8364
Video 6448,316310,18697,6217
Video 6449,541218,5563,4220
Video 6450,8185,21563,5004
Video 6451,951970,15394,9498
Video 6452,200824,12714,1599
Video 6453,20484,6922,5731
Video 6454,59644,45022,3255
Video 6455,128685,3328,6869
Video 6456,695925,35576,8226
Video 6457,496840,10048,5759
Video 6458,676379,24460,5477
Video 6459,242591,31626,6419
Video 6460,146288,2964,1195
Video 6461,307072,39339,6481
Video 6462,126004,38286,3727
Video 6463,919786,43019,9015
Video 6464,430383,30872,1358
Video 6465,378608,47698,4471
Video 6466,405587,45615,927
Video 6467,642519,18392,2294
Video 6468,748135,27696,837
Video 6469,784092,2003,3898
Video 6470,643435,12203,4457
Video 6471,36134,26170,8954
Video 6472,705261,4531,4766
Video 6473,618858,20659,1419
Video 6474,67739,49361,9351
Video 6475,284534,4333,2890
Video 6476,547049,18590,183
Video 6477,409382,15877,2535
Video 6478,553782,44356,5227
Video 6479,739756,6858,37
Video 6480,424632,26413,3828
Video 6481,149314,17273,9643
Video 6482,470118,35795,7038
Video 6483,359846,26829,2381
Video 6484,374874,11105,3006
Video 6485,597320,3027,1086
Video 6486,13023,12265,2716
Video 6487,345362,2977,8565
Video 6488,420988,15652,3780
Video 6489,372064,33798,1499
Video 6490,464675,3055,8725
Video 6491,986470,40613,4308
Video 6492,130404,39014,8474
Video 6493,964832,42145,172
Video 6494,585394,5176,9722
Video 6495,948901,23362,5692
Video 6496,445393,45626,9124
Video 6497,32537,16329,9573
Video 6498,308324,40877,4807
Video 6499,188123,38165,913
Video 6500,930492,13339,5527
Video 6501,435903,44413,2802
Video 6502,387193,36150,7495
Video 6503,224518,40410,4319
Video 6504,825276,41485,6191
Video 6505,453245,17458,717
Video 6506,376766,3945,4000
Video 6507,232750,17841,3269
Video 6508,928202,22921,6383
Video 6509,280196,1640,9686
Video 6510,719211,15589,7297
Video 6511,805656,45952,6249
Video 6512,223836,20589,5906
Video 6513,833354,37053,8564
Video 6514,701997,27265,5798
Video 6515,430557,28880,1095
Video 6516,316949,9300,8713
Video 6517,447519,34750,1870
Video 6518,767389,15119,1107
Video 6519,918402,10713,5106
Video 6520,592988,18945,2669
Video 6521,245813,48232,4981
Video 6522,69391,27243,9762
Video 6523,295889,44795,2775
Video 6524,666363,12927,613
Video 6525,432650,44872,2885
Video 6526,953693,31162,8059
Video 6527,189478,28993,5428
Video 6528,727386,27043,3686
Video 6529,605572,14070,9486
Video 6530,556181,6288,4677
Video 6531,420010,2883,3716
Video 6532,733970,6445,8560
Video 6533,768489,21320,1652
Video 6534,275251,12688,7509
Video 6535,754768,24347,5740
Video 6536,952668,40830,6485
Video 6537,684958,36983,3193
Video 6538,369495,14108,7856
Video 6539,303733,7586,3633
Video 6540,278698,16001,2633
Video 6541,628288,4167,4580
Video 6542,886585,7114,4680
Video 6543,740463,9872,7624
Video 6544,972718,24156,9371
Video 6545,325616,17398,9104
Video 6546,500193,48226,7680
Video 6547,15274,13865,650
Video 6548,562961,47597,2706
Video 6549,760197,5849,7097
Video 6550,919115,42279,3009
Video 6551,421698,27620,440
Video 6552,858730,16915,4721
Video 6553,173798,41577,3058
Video 6554,143373,14940,7788
Video 6555,948558,27190,5304
Video 6556,323815,15907,2106
Video 6557,550665,16806,4347
Video 6558,934072,20103,5885
Video 6559,475139,20901,3556
Video 6560,555381,38834,1893
Video 6561,280036,100,753
Video 6562,803272,1223,1763
Video 6563,415575,16114,8404
Video 6564,917635,37010,5183
Video 6565,954130,7497,358
Video 6566,578844,20249,6112
Video 6567,119810,26516,1867
Video 6568,461942,26968,8319
Video 6569,779297,11767,3707
Video 6570,762233,15163,5957
Video 6571,21012,1637,4126
Video 6572,981495,10892,7508
Video 6573,248679,18932,594
Video 6574,961211,40196,2027
Video 6575,268713,19699,8115
Video 6576,684657,32545,7345
Video 6577,178168,37165,8685
Video 6578,574985,26996,5440
Video 6579,628448,9310,8687
Video 6580,383555,25716,8298
Video 6581,791144,23351,7620
Video 6582,179995,37570,2632
Video 6583,653678,26431,1454
Video 6584,42449,8862,8510
Video 6585,642919,10681,812
Video 6586,588555,28723,9823
Video 6587,849935,9621,7641
Video 6588,116140,43792,505
Video 6589,643393,19600,5645
Video 6590,305243,12642,7079
Video 6591,13153,6341,4238
Video 6592,279252,18077,3121
Video 6593,357489,24140,4355
Video 6594,34668,1278,2143
Video 6595,424278,21145,5824
Video 6596,240838,1992,1669
Video 6597,199096,14986,8572
Video 6598,681338,23001,1096
Video 6599,904869,21017,9632
Video 6600,36253,24637,835
Video 6601,829219,26542,3846
Video 6602,862805,14758,344
Video 6603,426004,2197,9958
Video 6604,160826,11733,527
Video 6605,668441,907,2231
Video 6606,266961,6324,3685
Video 6607,549885,48505,3762
Video 6608,447149,25485,9422
Video 6609,815325,14796,802
Video 6610,759943,17300,2436
Video 6611,867620,34389,584
Video 6612,506554,44584,9518
Video 6613,819892,19799,9850
Video 6614,966661,35575,2877
Video 6615,942292,5982,3426
Video 6616,599313,10206,483
Video 6617,221423,30500,7541
Video 6618,437846,5242,2895
Video 6619,923277,33366,7240
Video 6620,365913,26134,625
Video 6621,114532,34417,8104
Video 6622,490767,16025,1552
Video 6623,217811,3907,4926
Video 6624,946471,43085,2142
Video 6625,762388,238,9833
Video 6626,176034,16418,9179
Video 6627,799133,47678,1219
Video 6628,913926,2510,8410
Video 6629,868291,43032,4091
Video 6630,603519,25009,5705
Video 6631,709576,26510,7849
Video 6632,989934,44306,3828
Video 6633,199699,36465,5195
Video 6634,117614,25741,7363
Video 6635,117126,40538,8482
Video 6636,578383,19086,1157
Video 6637,665485,15274,4469
Video 6638,409683,15693,7455
Video 6639,323828,32189,2883
Video 6640,904855,27959,6723
Video 6641,627814,21448,237
Video 6642,620651,30122,8071
Video 6643,813527,26895,3778
Video 6644,40508,17211,853
Video 6645,866415,38150,2821
Video 6646,105164,13172,7211
Video 6647,243247,42228,818
Video 6648,548923,36478,7438
Video 6649,766927,32858,2969
Video 6650,182080,26445,6494
Video 6651,893913,24051,8390
Video 6652,681869,13870,2141
Video 6653,261054,49708,2006
Video 6654,259364,13922,9401
Video 6655,837067,41803,3095
Video 6656,6800,1601,9839
Video 6657,438713,42391,7708
Video 6658,644216,34928,4482
Video 6659,196496,4959,9629
Video 6660,837945,40333,9519
Video 6661,721196,39081,1052
Video 6662,223323,3983,3466
Video 6663,482344,35385,232
Video 6664,669661,29365,3039
Video 6665,417843,23395,4233
Video 6666,976232,48462,5349
Video 6667,300229,6242,3482
Video 6668,442420,44382,2849
Video 6669,259604,48559,1440
Video 6670,574357,39965,4199
Video 6671,305787,45612,7751
Video 6672,206023,26532,6709
Video 6673,198897,5513,1443
Video 6674,387614,7877,148
Video 6675,791851,24511,7915
Video 6676,400957,9539,6696
Video 6677,655309,31296,7165
Video 6678,392342,29077,634
Video 6679,679204,28422,8323
Video 6680,547352,10092,7662
Video 6681,771081,27770,7345
Video 6682,279659,49431,746
Video 6683,483800,11168,3632
Video 6684,62725,34962,4731
Video 6685,376279,18647,8917
Video 6686,916210,35825,9265
Video 6687,126589,27192,3992
Video 6688,813517,11349,1654
Video 6689,301420,47115,8555
Video 6690,398581,21497,4882
Video 6691,754323,836,1719
Video 6692,104938,794,9566
Video 6693,38943,36036,8300
Video 6694,925742,17076,4555
Video 6695,877229,22128,2708
Video 6696,695166,2220,3845
Video 6697,254001,23929,5864
Video 6698,662467,32669,6970
Video 6699,110325,38175,2427
Video 6700,464211,1613,9770
Video 6701,798161,5129,5683
Video 6702,722649,20405,3771
Video 6703,521423,44960,6542
Video 6704,890983,42717,8514
Video 6705,59397,47213,7435
Video 6706,739483,39689,6887
Video 6707,165706,30354,591
Video 6708,385115,5532,5563
Video 6709,268947,22946,5192
Video 6710,672227,35018,2618
Video 6711,10719,9592,9500
Video 6712,522913,35839,2721
Video 6713,449052,21714,1222
Video 6714,262136,45929,9350
Video 6715,922351,6429,6121
Video 6716,110216,9260,6893
Video 6717,701922,26029,6810
Video 6718,819871,23932,6073
Video 6719,438305,27260,6489
Video 6720,956308,1296,5499
Video 6721,387715,10709,4584
Video 6722,671166,6602,8355
Video 6723,903484,21799,4431
Video 6724,124409,31551,2962
Video 6725,775524,37492,8447
Video 6726,426494,35039,943
Video 6727,315537,36488,8180
Video 6728,947286,4912,5741
Video 6729,567375,24356,4963
Video 6730,487785,13214,637
Video 6731,939941,2151,3379
Video 6732,851092,22272,1419
Video 6733,64801,42675,8258
Video 6734,415358,23007,7247
Video 6735,243077,15513,9250
Video 6736,420121,44795,4109
Video 6737,790484,15485,2307
Video 6738,727295,23255,8850
Video 6739,217483,4502,6970
Video 6740,664135,13655,7399
Video 6741,447862,42884,4416
Video 6742,716317,37788,3938
Video 6743,33278,43557,7555
Video 6744,499697,34278,7680
Video 6745,851701,26084,2435
Video 6746,529707,24888,4348
Video 6747,475154,38454,6751
Video 6748,372637,48427,8546
Video 6749,823498,18427,3121
Video 6750,272777,33806,6182
Video 6751,21614,2076,5879
Video 6752,640867,18922,6346
Video 6753,790162,39999,375
Video 6754,612414,35255,8165
Video 6755,637545,28507,1555
Video 6756,489349,9856,1381
Video 6757,748115,28395,3799
Video 6758,497056,42338,3733
Video 6759,665277,43316,6995
Video 6760,238152,20729,1259
Video 6761,455594,27682,5733
Video 6762,426517,29899,7477
Video 6763,913447,3124,5664
Video 6764,497593,27738,8065
Video 6765,149926,10755,2060
Video 6766,73396,49112,7307
Video 6767,583997,41358,8588
Video 6768,470751,28224,3236
Video 6769,461303,21565,1418
Video 6770,658595,40320,9562
Video 6771,673167,13328,3280
Video 6772,221908,24783,1437
Video 6773,999724,10576,2251
Video 6774,699347,39252,1033
Video 6775,832920,9703,3927
Video 6776,144157,42746,134
Video 6777,933512,15951,6851
Video 6778,11489,36089,6054
Video 6779,994765,29010,7390
Video 6780,773000,43308,7792
Video 6781,164036,12629,6794
Video 6782,553461,962,7792
Video 6783,878978,40723,3513
Video 6784,3754,5764,6473
Video 6785,804428,8734,4349
Video 6786,277445,35503,8413
Video 6787,314426,3054,1084
Video 6788,579848,40482,8606
Video 6789,674828,46857,5434
Video 6790,137680,45967,481
Video 6791,42122,12225,9010
Video 6792,236145,26803,4598
Video 6793,415462,45158,6004
Video 6794,573875,12394,9202
Video 6795,721825,12841,5137
Video 6796,585750,15997,8079
Video 6797,323182,14281,2424
Video 6798,673969,15579,107
Video 6799,428573,33536,4122
Video 6800,421511,21605,8285
Video 6801,412922,27773,4361
Video 6802,260838,17096,5353
Video 6803,586546,23527,8055
Video 6804,262678,41073,2895
Video 6805,633327,26151,4940
Video 6806,849680,4023,1788
Video 6807,982734,17230,2518
Video 6808,169601,36580,4071
Video 6809,267705,1845,3521
Video 6810,539012,24571,819
Video 6811,933658,15968,4743
Video 6812,678585,40207,7918
Video 6813,113069,49399,7118
Video 6814,451748,10198,7802
Video 6815,308696,28847,5185
Video 6816,501219,35017,9253
Video 6817,217622,6578,8471
Video 6818,109726,49567,9346
Video 6819,436126,38328,3813
Video 6820,755814,27748,9176
Video 6821,87545,33382,7574
Video 6822,321356,44398,4213
Video 6823,300855,29564,7612
Video 6824,302094,5167,5799
Video 6825,379625,44567,4722
Video 6826,274724,18070,7682
Video 6827,650289,40008,7256
Video 6828,322323,30028,5754
Video 6829,661524,9187,9649
Video 6830,137171,2161,4936
Video 6831,590408,34729,6495
Video 6832,645036,12251,3488
Video 6833,86594,14321,8790
Video 6834,295614,21961,5232
Video 6835,966786,10662,7556
Video 6836,382752,12949,5202
Video 6837,49864,21060,2441
Video 6838,982632,1408,9009
Video 6839,536583,45888,5944
Video 6840,593904,5107,9884
Video 6841,902853,39848,9498
Video 6842,92034,28817,6577
Video 6843,52998,10086,1424
Video 6844,63734,45802,7045
Video 6845,886358,35445,7221
Video 6846,8784,31007,9620
Video 6847,791188,14299,7432
Video 6848,113114,17604,6803
Video 6849,1095,27036,245
Video 6850,698909,46297,9903
Video 6851,557966,8070,6121
Video 6852,514611,4125,3233
Video 6853,843670,839,6772
Video 6854,879147,42859,367
Video 6855,54233,35408,4985
Video 6856,642217,34589,4149
Video 6857,188504,27441,7767
Video 6858,650759,30030,5289
Video 6859,80491,27269,7525
Video 6860,463942,29117,9978
Video 6861,888038,20802,6013
Video 6862,758838,22252,4004
Video 6863,122739,2185,3063
Video 6864,674666,46517,5752
Video 6865,797727,28639,8813
Video 6866,701820,7803,9326
Video 6867,101491,28182,7188
Video 6868,937429,47100,5917
Video 6869,865917,20318,6612
Video 6870,224816,2398,4248
Video 6871,286805,22020,89
Video 6872,254492,43259,2271
Video 6873,768292,1285,7905
Video 6874,768205,21875,8552
Video 6875,409316,37147,4926
Video 6876,690369,3756,7161
Video 6877,655221,15747,1555
Video 6878,836959,23568,4018
Video 6879,196268,47744,8711
Video 6880,843031,5323,4724
Video 6881,121165,11280,7898
Video 6882,76818,2302,7169
Video 6883,118273,268,3509
Video 6884,595955,45743,4590
Video 6885,376915,42093,3168
Video 6886,508536,4301,6344
Video 6887,170047,24035,1005
Video 6888,411822,26582,5110
Video 6889,423691,31414,5573
Video 6890,843119,39198,1251
Video 6891,90100,27249,5147
Video 6892,861564,36587,1716
Video 6893,634696,20886,881
Video 6894,418558,39830,3594
Video 6895,966209,48181,7507
Video 6896,302945,2196,8710
Video 6897,264445,45354,1878
Video 6898,51809,17057,19
Video 6899,928468,28551,4656
Video 6900,12993,23972,4173
Video 6901,406251,6866,7009
Video 6902,224323,23019,696
Video 6903,606723,11136,7527
Video 6904,270184,47473,5003
Video 6905,558700,4780,1194
Video 6906,854229,40598,1994
Video 6907,729112,27404,7542
Video 6908,762233,44047,1934
Video 6909,99763,5034,3093
Video 6910,800032,19220,8851
Video 6911,839734,29008,8957
Video 6912,223278,23001,6014
Video 6913,74147,24500,5516
Video 6914,267548,17818,4972
Video 6915,203571,10562,2839
Video 6916,731642,15359,8606
Video 6917,337902,31477,7909
Video 6918,440908,36604,8381
Video 6919,360740,39478,6975
Video 6920,440468,49157,369
Video 6921,13227,5903,822
Video 6922,305800,27393,4744
Video 6923,586177,45074,6484
Video 6924,720478,38482,8351
Video 6925,575718,45426,1832
Video 6926,907233,43848,265
Video 6927,660341,46736,8886
Video 6928,616491,20399,102
Video 6929,73851,7366,9428
Video 6930,882522,15427,1982
Video 6931,158251,2710,6152
Video 6932,205063,35925,8451
Video 6933,680448,42728,6567
Video 6934,855436,35482,7355
Video 6935,454078,17675,6815
Video 6936,341618,37972,343
Video 6937,858182,6120,2358
Video 6938,204103,25792,9615
Video 6939,151862,501,4449
Video 6940,576977,48834,5992
Video 6941,373675,38599,4283
Video 6942,435981,24613,3210
Video 6943,747697,5362,8357
Video 6944,863826,5241,8092
Video 6945,718275,34133,2744
Video 6946,864674,20671,202
Video 6947,194292,25777,3973
Video 6948,724892,37643,8838
Video 6949,226261,17446,4857
Video 6950,828043,38271,6855
Video 6951,156117,25171,7482
Video 6952,539368,40606,1577
Video 6953,802060,25051,4319
Video 6954,792395,29012,6873
Video 6955,721398,41069,2842
Video 6956,727268,16562,103
Video 6957,590795,17016,5632
Video 6958,98651,15568,2450
Video 6959,703388,15772,4546
Video 6960,661889,39838,9657
Video 6961,957829,17065,2495
Video 6962,436501,23594,3199
Video 6963,418956,1673,2667
Video 6964,54743,23226,7527
Video 6965,57609,4393,9377
Video 6966,446221,33689,5830
Video 6967,606270,9348,254
Video 6968,118595,18663,994
Video 6969,179719,13834,466
Video 6970,996350,11867,8136
Video 6971,266256,2688,5082
Video 6972,38239,18385,2007
Video 6973,111008,39020,2269
Video 6974,751377,46378,1915
Video 6975,839624,5703,3373
Video 6976,351192,4214,9372
Video 6977,51571,28327,6962
Video 6978,577994,19600,1626
Video 6979,635448,30397,6347
Video 6980,381131,13330,3432
Video 6981,329852,2034,6009
Video 6982,576603,36231,1613
Video 6983,488222,37146,7783
Video 6984,85916,47823,6721
Video 6985,543206,25336,3562
Video 6986,230118,8777,4988
Video 6987,806259,27660,1150
Video 6988,8894,48416,8844
Video 6989,216288,39263,6385
Video 6990,143772,39740,882
Video 6991,269415,26652,308
Video 6992,252038,20131,3567
Video 6993,820058,9693,5718
Video 6994,972293,26393,9330
Video 6995,50421,3292,3091
Video 6996,811330,35994,2263
Video 6997,480501,13670,1079
Video 6998,620632,21805,5583
Video 6999,444112,47980,3789
Video 7000,425616,20831,4765
Video 7001,145416,45476,2850
Video 7002,674341,2095,1504
Video 7003,632598,8426,2923
Video 7004,23475,44782,7540
Video 7005,748272,40535,9115
Video 7006,974808,22925,9276
Video 7007,196579,5958,1580
Video 7008,497338,39725,1389
Video 7009,223411,14489,9571
Video 7010,788915,15103,2363
Video 7011,580824,24192,9013
Video 7012,446585,28935,9217
Video 7013,453558,15438,3523
Video 7014,567957,3440,7105
Video 7015,445709,44776,5081
Video 7016,514349,3263,2807
Video 7017,6947,17848,827
Video 7018,849126,3054,6504
Video 7019,837652,42024,9296
Video 7020,836112,36168,9753
Video 7021,60443,11044,167
Video 7022,617406,41678,8446
Video 7023,526691,14831,2407
Video 7024,697784,3448,5876
Video 7025,620413,17666,9379
Video 7026,109874,39557,4609
Video 7027,888285,16992,6612
Video 7028,669082,29695,5561
Video 7029,217599,33961,5319
Video 7030,698379,46973,6053
Video 7031,87750,8474,8567
Video 7032,341884,27223,4758
Video 7033,287516,11924,3042
Video 7034,701907,43386,9139
Video 7035,263947,14583,7592
Video 7036,691742,21066,2171
Video 7037,219073,20973,7865
Video 7038,465503,28229,1987
Video 7039,134784,30236,5532
Video 7040,262354,28440,1482
Video 7041,599888,17802,6762
Video 7042,164872,46673,4093
Video 7043,969146,22368,558
Video 7044,244428,40231,5456
Video 7045,805882,41380,5162
Video 7046,493025,48987,5438
Video 7047,96567,37928,6313
Video 7048,86119,2569,4396
Video 7049,426704,20427,696
Video 7050,241028,2115,1840
Video 7051,81967,27175,7018
Video 7052,136633,2181,1621
Video 7053,513767,45495,3562
Video 7054,724062,21912,5564
Video 7055,619359,42597,3888
Video 7056,646751,4652,2358
Video 7057,124015,9361,3798
Video 7058,944557,18701,7056
Video 7059,858079,38699,4286
Video 7060,494374,40293,2944
Video 7061,494042,41104,8966
Video 7062,786531,4736,557
Video 7063,642361,34314,4409
Video 7064,331712,14456,8595
Video 7065,104391,15118,5261
Video 7066,624974,38779,3809
Video 7067,121663,32387,1819
Video 7068,213274,25840,9155
Video 7069,107540,45218,162
Video 7070,799670,38792,448
Video 7071,809940,24119,2157
Video 7072,370173,31053,2353
Video 7073,55214,29834,6134
Video 7074,190494,26384,3212
Video 7075,377126,1364,2840
Video 7076,186939,22424,320
Video 7077,157898,3372,5602
Video 7078,662951,48820,434
Video 7079,133745,29425,5413
Video 7080,348441,16482,9344
Video 7081,576829,32910,4902
Video 7082,365652,26857,643
Video 7083,280361,26694,8646
Video 7084,249139,15285,7601
Video 7085,306757,40919,2145
Video 7086,147073,35252,8285
Video 7087,190398,24549,443
Video 7088,498404,25193,9837
Video 7089,378101,11885,7401
Video 7090,17396,42246,1192
Video 7091,579121,4943,135
Video 7092,844400,43271,7365
Video 7093,751593,31874,1006
Video 7094,171735,15644,7454
Video 7095,889089,40678,3823
Video 7096,529510,28758,6387
Video 7097,791507,38380,3064
Video 7098,741833,39888,6839
Video 7099,646833,45180,4024
Video 7100,883837,38496,2892
Video 7101,288216,40651,6373
Video 7102,510587,5026,3854
Video 7103,101378,30159,9531
Video 7104,530265,25088,6428
Video 7105,102758,19925,1627
Video 7106,661293,870,5539
Video 7107,576308,36018,3185
Video 7108,488761,31424,1218
Video 7109,720912,27210,5667
Video 7110,836191,17653,4698
Video 7111,99934,40488,5375
Video 7112,475815,47429,5584
Video 7113,128611,23076,3763
Video 7114,779959,14336,7647
Video 7115,235329,43581,1144
Video 7116,889438,13179,7925
Video 7117,401915,20650,8969
Video 7118,214058,30533,1422
Video 7119,406340,812,4698
Video 7120,9670,598,7049
Video 7121,140401,31177,3865
Video 7122,526026,20358,1848
Video 7123,224189,49325,9606
Video 7124,700133,21034,7726
Video 7125,725861,5045,7932
Video 7126,666049,708,7829
Video 7127,804688,4577,7326
Video 7128,613917,24549,1503
Video 7129,678830,30353,9952
Video 7130,276624,15436,945
Video 7131,884011,42571,4522
Video 7132,590598,40467,3580
Video 7133,402922,34443,6836
Video 7134,928736,49510,4628
Video 7135,544625,38711,5340
Video 7136,227950,32347,9186
Video 7137,512876,7912,7355
Video 7138,8363,33265,5264
Video 7139,380083,22416,1648
Video 7140,422641,11734,1974
Video 7141,452825,3427,5177
Video 7142,261597,16117,1096
Video 7143,146565,1568,4022
Video 7144,839918,21298,4845
Video 7145,6812,42233,8821
Video 7146,364718,27045,9946
Video 7147,279054,5436,3697
Video 7148,701764,2897,8837
Video 7149,402782,29499,7985
Video 7150,291184,47336,7028
Video 7151,821456,25536,9430
Video 7152,609236,42011,6641
Video 7153,343121,41081,8559
Video 7154,574866,34448,8434
Video 7155,435618,20458,6035
Video 7156,98160,38357,2083
Video 7157,983820,28882,4979
Video 7158,638451,12523,8869
Video 7159,626084,3187,7054
Video 7160,477807,5869,278
Video 7161,458750,14028,4150
Video 7162,821503,38411,2768
Video 7163,452537,9737,7004
Video 7164,895986,37647,1259
